"Which fictional technology do you wish was real the most?","Яку вигадану технологію ти найбільше хотів(ла) б мати в реальності?","What piece of real technology still feels like magic/sci-fi?","Яка реальна технологія все ще здається магією/науковою фантастикою?"
"What's your ultimate 'I need comfort' movie or TV show?","Який твій головний фільм або серіал 'для комфорту'?","Which movie or TV show makes you feel unreasonably angry?","Який фільм або серіал викликає у тебе необґрунтовану злість?"
"What wildly popular thing do you just not understand the appeal of?","Шалено популярна річ, привабливості якої ти просто не розумієш?","What extremely niche thing are you borderline obsessed with?","Якою надзвичайно нішевою річчю ти майже одержимий(а)?"
"What silly mistake do you find yourself making repeatedly?","Яку безглузду помилку ти постійно робиш?","What 'life hack' did you learn that actually changed things?","Який 'лайфхак' ти вивчив(ла), що справді змінив ситуацію?"
"What's your personal theme song for getting through Mondays?","Яка твоя особиста 'тематична пісня' для переживання понеділків?","What song plays in your head during your personal 'success' moments?","Яка пісня грає у твоїй голові під час твоїх особистих моментів 'успіху'?"
"Weirdest dream you can recall in some detail?","Найдивніший сон, який ти можеш пригадати в деяких деталях?","What is a recurring dream theme or element you've had?","Яка тема або елемент сну, що повторюється, у тебе був(ла)?"
"If you met your past self, what one funny warning would you give?","Якби ти зустрів(ла) себе в минулому, яке одне смішне попередження ти б дав(ла)?","What's one funny prediction you'd make for your future self?","Яке одне смішне передбачення ти б зробив(ла) для себе в майбутньому?"
Favorite board game?,Улюблена настільна гра?,Board game you'd avoid?,"Настільна гра, якої ти уникаєш?"
Preferred pizza crust?,Уподобаний тип коржа для піци?,Pizza topping you hate?,"Начинка для піци, яку ти ненавидиш?"
Ideal bedtime hour?,Ідеальний час для сну?,Wake-up time you dread?,"Час прокидання, якого ти боїшся?"
Your morning beverage?,Твій ранковий напій?,Evening drink you dislike?,"Вечірній напій, який тобі не подобається?"
A social media you love?,"Соцмережа, яку ти любиш?",A social media you ignore?,"Соцмережа, яку ти ігноруєш?"
Favorite workout type?,Улюблений вид тренування?,Exercise you avoid?,"Вправа, якої ти уникаєш?"
Movie snack of choice?,Закуска для фільмів?,Snack you never eat?,"Закуска, яку ти ніколи не їси?"
Ideal vacation length?,Ідеальна тривалість відпустки?,Shortest trip you've taken?,"Найкоротша поїздка, яку ти робив?"
Coffee order?,Замовлення кави?,Tea type you dislike?,"Вид чаю, який тобі не подобається?"
Favorite workout time?,Улюблений час для тренування?,Worst time to train?,Найгірший час для тренування?
Go-to comfort movie?,Улюблений фільм-прирадник?,Movie you can't finish?,"Фільм, який ти не можеш подивитися до кінця?"
Favorite cereal?,Улюблені пластівці?,Cereal you refuse?,"Пластівці, які ти відмовляєшся їсти?"
A superpower you'd want?,"Суперсила, яку ти б хотів?",Superpower you fear?,"Суперсила, якої ти боїшся?"
Best way to spend money?,Найкращий спосіб витратити гроші?,Worst purchase you've made?,"Найгірша покупка, яку ти зробив?"
Favorite flower?,Улюблена квітка?,Flower you find ugly?,"Квітка, яку ти вважаєш некрасивою?"
A hobby you spent money on?,"Хобі, на яке ти витрачаєш гроші?",Hobby you think is a waste?,"Хобі, яке, на твою думку, є марною тратою?"
Ideal dress code?,Ідеальний дрес-код?,Dress code you hate?,"Дрес-код, який ти ненавидиш?"
Favorite hat style?,Улюблений стиль капелюха?,Hat you'd never wear?,"Капелюх, який ти ніколи не одягнеш?"
Your go-to joke?,Улюблена твоя жарт?,Joke that falls flat?,"Жарт, яка не розсмішує?"
Best place for dessert?,Найкраще місце для десерту?,Dessert spot you'd avoid?,"Місце для десерту, якого ти уникаєш?"
Favorite USB gadget?,Улюблений USB ґаджет?,USB device you never use?,"Пристрій, який ти ніколи не використовуєш?"
App you use daily?,"Додаток, яким ти користуєшся щодня?",App you deleted?,"Додаток, який ти видалив?"
Your lucky charm?,Твій талісман?,Item you consider unlucky?,"Річ, яку ти вважаєш нещасливою?"
Preferred phone case?,Уподобаний чохол для телефона?,Case material you dislike?,"Матеріал чохла, який тобі не подобається?"
Favorite breakfast cereal?,Улюблені сніданкові пластівці?,Breakfast you skip?,"Сніданок, який ти пропускаєш?"
Best way to relax outdoors?,Найкращий спосіб відпочити на природі?,Outdoor activity you hate?,"Заняття на природі, яке ти ненавидиш?"
Favorite ice breaker game?,Улюблена гра-руйнівник морозу?,Ice breaker you find awkward?,"Гра, що створює ніяковість?"
Your dream concert?,Концерт твоєї мрії?,Concert you'd never attend?,"Концерт, на який ти ніколи не підеш?"
Best way to spend a Sunday?,Найкращий спосіб провести неділю?,Sunday activity you dislike?,"Заняття у неділю, яке тобі не подобається?"
Favorite cheese type?,Улюблений вид сиру?,Cheese you refuse to eat?,"Сир, який ти відмовляєшся їсти?"
Your lucky number?,Твоє щасливе число?,Number you avoid?,"Число, якого ти уникаєш?"
Ideal shower length?,Ідеальна тривалість душу?,Shower habit you dislike?,"Звичка у душі, яка тобі не подобається?"
Your favorite emoji combination?,Улюблена комбінація емодзі?,Emoji you never send?,"Емодзі, яке ти ніколи не надсилаєш?"
Preferred snack time?,Уподобаний час для перекусу?,Time you never eat?,"Час, коли ти ніколи не їси?"
Best way to commute?,Найкращий спосіб добиратися?,Commute you dread?,"Поїздка, яку ти боїшся?"
Favorite sweater style?,Улюблений стиль светра?,Clothing you never wear?,"Одяг, який ти ніколи не вдягаєш?"
Ideal number of apps on home screen?,Ідеальна кількість додатків на головному екрані?,Maximum apps you can handle?,"Максимум додатків, які ти витримуєш?"
Favorite childhood snack?,Улюблена дитяча закуска?,Snack you hated as a child?,"Закуска, яку ти ненавидів у дитинстві?"
Your dream dessert?,Десерт твоєї мрії?,Dessert you dislike?,"Десерт, який тобі не подобається?"
Preferred social event?,Уподобана соціальна подія?,Event you avoid?,"Подія, якої ти уникаєш?"
Favorite hoodie color?,Улюблений колір худі?,Hoodie color you hate?,"Колір худі, який ти ненавидиш?"
Best way to spend $10?,Найкращий спосіб витратити 10 доларів?,Worst purchase for $10?,Найгірша покупка за 10 доларів?
Ideal phone battery level?,Ідеальний рівень заряду телефону?,Battery level you panic at?,"Рівень заряду, при якому ти панікуєш?"
Favorite holiday to celebrate?,Улюблене свято для святкування?,Holiday you ignore?,"Свято, яке ти ігноруєш?"
Your go-to excuse to be late?,Улюблене виправдання запізнення?,Excuse to be late that never works?,"Виправдання, яке ніколи не працює?"
